Voter ID,Age,2020 marriage,Zip,Outcome,Swing Voter,Party_1,Party_2,Party_3,Sex_0,Sex_1,Ethnicity_2,Ethnicity_3
292627,5,98,85204,0,Low_Chance,0,1,0,1,0,0,1
292634,5,97,85204,0,Low_Chance,0,1,0,0,1,1,0
292653,4,60,85204,0,Low_Chance,0,1,0,1,0,0,1
292671,6,34,85204,0,Low_Chance,1,0,0,0,1,1,0
292687,6,94,85204,0,Low_Chance,0,0,1,1,0,1,0
345944,4,16,85210,1,Low_Chance,0,1,0,0,1,0,1
345954,6,97,85210,0,Low_Chance,0,1,0,0,1,0,1
345968,6,97,85210,0,Low_Chance,0,1,0,1,0,0,1
345992,6,29,85210,0,Low_Chance,0,1,0,0,1,0,1
346013,6,32,85210,0,Low_Chance,0,0,1,1,0,0,1
346251,4,78,85204,0,Low_Chance,0,1,0,0,1,0,1
346831,6,25,85204,0,Low_Chance,0,1,0,1,0,0,1
346861,4,98,85204,0,Low_Chance,0,1,0,1,0,0,1
632479,6,74,85224,0,Low_Chance,1,0,0,1,0,0,1
632647,4,99,85283,0,Low_Chance,0,0,1,0,1,0,1
633001,6,94,85282,1,Low_Chance,0,0,1,0,1,0,1
633564,3,96,85204,0,Low_Chance,0,1,0,1,0,0,1
633621,3,23,85282,0,Low_Chance,1,0,0,1,0,1,0
634030,6,91,85202,0,Low_Chance,1,0,0,0,1,0,1
634370,3,72,85204,0,Low_Chance,0,1,0,0,1,0,1
634512,5,46,85202,0,Low_Chance,0,1,0,1,0,0,1
634539,6,15,85201,0,Low_Chance,0,1,0,1,0,0,1
635288,6,83,85283,0,High_Chance,0,1,0,1,0,0,1
635661,6,49,85282,0,Low_Chance,0,1,0,0,1,0,1
636602,5,70,85210,1,Low_Chance,1,0,0,1,0,0,1
636892,6,98,85283,0,High_Chance,1,0,0,0,1,0,1
636901,5,90,85283,0,Low_Chance,0,1,0,1,0,0,1
636908,6,96,85283,0,High_Chance,1,0,0,0,1,0,1
636931,5,57,85283,0,Low_Chance,1,0,0,1,0,0,1
636989,6,93,85282,0,Low_Chance,0,1,0,0,1,0,1
637950,6,93,85282,0,Low_Chance,0,0,1,0,1,0,1
638607,6,34,85234,0,Low_Chance,0,1,0,1,0,0,1
638958,6,96,85283,0,Low_Chance,1,0,0,0,1,0,1
639587,5,76,85202,0,Low_Chance,1,0,0,1,0,0,1
639626,6,47,85283,0,Low_Chance,1,0,0,0,1,0,1
640130,6,39,85283,0,Low_Chance,0,0,1,0,1,0,1
640157,6,96,85283,0,Low_Chance,0,1,0,0,1,0,1
640175,6,79,85283,0,Low_Chance,0,1,0,1,0,0,1
640189,6,45,85283,0,High_Chance,0,0,1,0,1,0,1
640198,6,94,85283,0,Low_Chance,0,1,0,1,0,0,1
640657,6,41,85283,0,Low_Chance,1,0,0,1,0,0,1
640801,5,9,85210,0,Low_Chance,0,1,0,0,1,0,1
641150,6,23,85282,0,Low_Chance,1,0,0,1,0,0,1
641461,6,87,85201,1,Low_Chance,0,0,1,1,0,0,1
641547,6,94,85283,0,Low_Chance,1,0,0,0,1,1,0
642035,4,21,85202,1,Low_Chance,0,0,1,1,0,1,0
642168,4,35,85202,0,Low_Chance,1,0,0,0,1,0,1
642468,6,50,85203,0,Low_Chance,0,1,0,0,1,0,1
642701,6,78,85202,0,Low_Chance,0,1,0,0,1,0,1
642794,4,58,85282,0,Low_Chance,1,0,0,0,1,0,1
642841,5,94,85283,0,Low_Chance,0,1,0,1,0,0,1
643649,6,87,85282,0,Low_Chance,1,0,0,0,1,0,1
643798,6,94,85282,0,High_Chance,0,1,0,0,1,0,1
643905,5,96,85202,0,High_Chance,0,0,1,0,1,0,1
644658,6,98,85282,0,Low_Chance,0,1,0,1,0,0,1
644708,6,97,85283,0,Low_Chance,1,0,0,0,1,0,1
645264,3,98,85202,0,Low_Chance,0,0,1,1,0,0,1
646953,3,99,85210,0,Low_Chance,0,0,1,1,0,0,1
646976,5,88,85282,0,Low_Chance,0,0,1,1,0,0,1
648061,6,94,85282,0,Low_Chance,1,0,0,1,0,0,1
650628,6,98,85282,0,Low_Chance,1,0,0,0,1,0,1
651743,6,96,85204,1,Low_Chance,0,0,1,0,1,0,1
651917,6,66,85283,0,Low_Chance,0,1,0,1,0,0,1
652025,4,20,85204,0,Low_Chance,1,0,0,1,0,0,1
652569,4,78,85203,0,Low_Chance,1,0,0,1,0,0,1
653123,4,96,85201,0,High_Chance,1,0,0,0,1,0,1
653336,6,97,85213,0,Low_Chance,0,1,0,0,1,0,1
654138,4,99,85234,0,Low_Chance,0,1,0,0,1,0,1
654824,4,53,85213,1,Low_Chance,0,0,1,0,1,0,1
655002,4,98,85213,0,Low_Chance,1,0,0,0,1,0,1
655732,3,74,85204,0,Low_Chance,0,1,0,0,1,0,1
603760,6,58,85282,0,Low_Chance,1,0,0,1,0,0,1
603784,5,64,85210,1,Low_Chance,0,1,0,1,0,0,1
605197,4,95,85202,0,Low_Chance,1,0,0,0,1,0,1
605851,4,48,85210,0,Low_Chance,1,0,0,0,1,0,1
619757,6,63,85282,0,Low_Chance,0,1,0,1,0,0,1
620005,6,50,85210,0,Low_Chance,1,0,0,0,1,0,1
620161,6,84,85201,0,Low_Chance,0,0,1,1,0,0,1
620170,6,90,85282,0,Low_Chance,0,1,0,1,0,0,1
620238,6,25,85282,0,Low_Chance,0,0,1,0,1,0,1
620301,6,95,85282,0,High_Chance,1,0,0,0,1,0,1
620311,6,87,85282,0,Low_Chance,0,1,0,0,1,0,1
620360,5,58,85282,0,Low_Chance,1,0,0,1,0,0,1
620372,6,84,85282,0,Low_Chance,0,1,0,0,1,0,1
620609,6,97,85282,0,Low_Chance,1,0,0,1,0,0,1
620702,6,98,85282,0,Low_Chance,0,1,0,1,0,0,1
621091,4,76,85213,0,Low_Chance,0,0,1,1,0,0,1
621197,6,92,85282,0,Low_Chance,0,1,0,1,0,0,1
621451,6,78,85213,0,Low_Chance,0,1,0,0,1,0,1
354284,6,99,85213,0,Low_Chance,0,1,0,1,0,0,1
354340,6,96,85203,0,Low_Chance,0,1,0,0,1,0,1
354343,5,99,85213,0,Low_Chance,0,0,1,1,0,0,1
354379,6,89,85213,0,Low_Chance,0,1,0,1,0,0,1
354405,6,97,85213,0,Low_Chance,0,0,1,1,0,0,1
354436,6,91,85213,0,Low_Chance,0,1,0,1,0,0,1
354486,5,99,85213,0,Low_Chance,0,1,0,0,1,0,1
354506,6,97,85213,0,Low_Chance,0,1,0,0,1,0,1
354509,4,55,85213,0,Low_Chance,0,0,1,1,0,0,1
354530,6,97,85213,0,Low_Chance,0,1,0,1,0,0,1
354532,5,98,85213,0,Low_Chance,1,0,0,1,0,0,1
354557,6,91,85213,0,Low_Chance,0,1,0,0,1,0,1
354625,6,60,85213,0,Low_Chance,1,0,0,0,1,0,1
354697,4,90,85213,0,Low_Chance,0,1,0,0,1,0,1
354724,6,95,85213,0,Low_Chance,0,1,0,1,0,0,1
354778,5,51,85213,0,Low_Chance,0,0,1,0,1,0,1
354799,6,39,85213,0,Low_Chance,0,1,0,1,0,0,1
354824,5,98,85213,0,Low_Chance,0,0,1,1,0,0,1
354846,6,97,85213,0,Low_Chance,1,0,0,0,1,0,1
354848,6,48,85213,0,Low_Chance,0,1,0,1,0,0,1
354866,6,96,85213,0,Low_Chance,0,1,0,1,0,0,1
354908,4,63,85213,0,Low_Chance,0,1,0,0,1,0,1
354940,4,99,85213,0,High_Chance,1,0,0,1,0,0,1
354959,5,98,85213,0,Low_Chance,1,0,0,1,0,0,1
354961,6,97,85213,0,High_Chance,1,0,0,1,0,0,1
354982,6,95,85213,0,Low_Chance,0,1,0,1,0,0,1
355008,6,99,85213,0,Low_Chance,0,1,0,0,1,0,1
355027,6,96,85213,0,Low_Chance,0,1,0,1,0,0,1
355029,3,97,85203,0,Low_Chance,0,1,0,0,1,0,1
355056,6,99,85213,0,Low_Chance,0,1,0,0,1,0,1
355083,6,97,85213,0,Low_Chance,1,0,0,0,1,0,1
355085,5,99,85213,0,Low_Chance,0,1,0,0,1,0,1
355287,6,74,85213,0,Low_Chance,0,0,1,0,1,0,1
355306,6,95,85213,0,Low_Chance,0,1,0,1,0,0,1
355333,5,29,85213,0,Low_Chance,1,0,0,1,0,0,1
355353,5,93,85213,0,Low_Chance,0,1,0,1,0,0,1
355356,4,99,85213,0,Low_Chance,0,1,0,1,0,0,1
355378,6,89,85201,0,Low_Chance,0,1,0,0,1,0,1
355380,5,98,85213,0,Low_Chance,0,1,0,1,0,0,1
355458,6,68,85213,0,Low_Chance,0,1,0,1,0,0,1
355460,5,99,85213,0,Low_Chance,0,1,0,0,1,0,1
355478,6,98,85213,0,Low_Chance,0,1,0,1,0,0,1
355499,6,96,85213,0,Low_Chance,0,1,0,1,0,0,1
355504,6,39,85213,0,Low_Chance,0,0,1,1,0,0,1
355526,6,56,85204,0,Low_Chance,0,1,0,0,1,0,1
355550,5,48,85201,0,Low_Chance,1,0,0,1,0,0,1
355552,6,98,85213,0,Low_Chance,0,1,0,0,1,0,1
355572,6,69,85213,0,High_Chance,0,0,1,0,1,0,1
355672,6,98,85213,0,Low_Chance,0,0,1,1,0,0,1
356222,5,97,85203,0,Low_Chance,0,1,0,1,0,0,1
356340,6,90,85213,0,Low_Chance,0,1,0,0,1,0,1
356457,6,27,85201,0,Low_Chance,0,1,0,1,0,0,1
356504,4,35,85203,0,Low_Chance,0,1,0,0,1,0,1
356526,3,18,85213,0,Low_Chance,1,0,0,1,0,0,1
356577,6,57,85201,0,Low_Chance,1,0,0,1,0,0,1
356770,3,95,85224,0,Low_Chance,0,0,1,1,0,0,1
356819,5,97,85213,0,Low_Chance,0,1,0,1,0,0,1
357047,6,42,85210,0,Low_Chance,0,1,0,0,1,0,1
357185,6,97,85213,0,Low_Chance,0,1,0,1,0,0,1
357213,5,98,85213,0,Low_Chance,0,0,1,0,1,0,1
269371,6,88,85202,0,Low_Chance,1,0,0,0,1,0,1
269373,6,97,85202,0,Low_Chance,0,0,1,0,1,0,1
269391,6,97,85202,0,Low_Chance,0,1,0,0,1,0,1
269414,6,83,85202,0,Low_Chance,0,1,0,1,0,0,1
269443,6,24,85202,0,Low_Chance,1,0,0,1,0,0,1
269470,6,95,85202,0,Low_Chance,0,1,0,0,1,0,1
269486,6,83,85202,0,Low_Chance,1,0,0,1,0,0,1
269530,6,98,85202,0,Low_Chance,0,1,0,0,1,0,1
269556,6,92,85202,0,Low_Chance,0,0,1,1,0,0,1
269559,5,98,85202,0,Low_Chance,0,1,0,1,0,0,1
269579,6,93,85202,0,Low_Chance,1,0,0,1,0,0,1
269603,5,33,85202,0,High_Chance,1,0,0,0,1,0,1
269605,6,95,85202,0,Low_Chance,0,1,0,1,0,0,1
269636,5,81,85202,0,Low_Chance,0,1,0,1,0,0,1
269655,6,99,85202,0,Low_Chance,0,1,0,0,1,0,1
269677,6,85,85202,0,Low_Chance,1,0,0,1,0,1,0
269705,5,49,85202,0,Low_Chance,0,1,0,0,1,0,1
269707,6,96,85202,0,Low_Chance,0,1,0,1,0,0,1
269730,5,97,85202,0,Low_Chance,0,1,0,0,1,0,1
269775,6,98,85202,0,Low_Chance,1,0,0,1,0,0,1
269777,5,97,85202,0,High_Chance,0,0,1,0,1,0,1
269798,5,98,85202,0,Low_Chance,0,1,0,0,1,0,1
269800,6,98,85202,0,Low_Chance,0,1,0,0,1,0,1
269821,4,98,85202,1,Low_Chance,0,0,1,1,0,0,1
269852,6,25,85202,0,Low_Chance,1,0,0,1,0,0,1
269881,6,91,85202,1,Low_Chance,0,1,0,1,0,1,0
269886,5,90,85202,0,Low_Chance,1,0,0,1,0,0,1
269916,6,14,85202,0,High_Chance,0,1,0,1,0,0,1
269947,6,91,85202,0,Low_Chance,0,1,0,1,0,0,1
269949,6,79,85202,0,Low_Chance,0,1,0,1,0,0,1
269968,6,76,85202,0,Low_Chance,1,0,0,1,0,0,1
269975,6,98,85202,0,Low_Chance,0,1,0,0,1,0,1
270002,6,97,85210,0,Low_Chance,1,0,0,1,0,0,1
270007,6,95,85202,0,Low_Chance,0,1,0,0,1,0,1
270028,5,48,85202,0,Low_Chance,0,0,1,0,1,0,1
270032,6,87,85202,0,High_Chance,0,1,0,0,1,0,1
270056,4,98,85210,0,Low_Chance,0,0,1,0,1,0,1
270083,5,94,85202,0,Low_Chance,1,0,0,1,0,0,1
270113,6,98,85202,0,Low_Chance,0,1,0,1,0,0,1
270141,6,97,85202,0,Low_Chance,0,1,0,0,1,0,1
270169,6,95,85202,0,Low_Chance,0,1,0,1,0,0,1
270171,6,92,85202,0,Low_Chance,0,1,0,1,0,0,1
270191,6,96,85202,0,Low_Chance,1,0,0,1,0,0,1
270208,6,97,85202,0,Low_Chance,1,0,0,0,1,0,1
270210,6,93,85202,0,Low_Chance,1,0,0,1,0,0,1
270259,6,11,85203,0,Low_Chance,1,0,0,1,0,0,1
270263,6,46,85202,0,Low_Chance,0,0,1,1,0,0,1
270287,4,82,85202,0,Low_Chance,1,0,0,1,0,0,1
270289,5,96,85202,0,Low_Chance,0,1,0,0,1,0,1
270315,6,59,85202,0,Low_Chance,1,0,0,1,0,0,1
270334,3,98,85202,0,Low_Chance,0,1,0,0,1,1,0
270358,6,94,85202,0,Low_Chance,0,1,0,0,1,0,1
270360,6,98,85202,0,Low_Chance,1,0,0,0,1,1,0
270384,6,97,85202,0,High_Chance,0,0,1,0,1,0,1
270414,5,91,85210,0,Low_Chance,1,0,0,1,0,1,0
270440,6,98,85202,0,Low_Chance,0,0,1,1,0,0,1
270469,6,94,85202,0,Low_Chance,1,0,0,1,0,0,1
270543,6,94,85202,0,Low_Chance,0,1,0,0,1,0,1
270545,3,25,85210,0,Low_Chance,1,0,0,1,0,0,1
292229,6,90,85204,0,Low_Chance,1,0,0,1,0,1,0
292248,3,26,85210,0,High_Chance,0,0,1,1,0,0,1
292293,6,78,85204,0,Low_Chance,0,0,1,1,0,0,1
292295,4,98,85213,1,Low_Chance,0,0,1,0,1,0,1
292314,6,54,85204,0,Low_Chance,1,0,0,1,0,0,1
292361,6,87,85204,0,Low_Chance,0,1,0,1,0,0,1
292372,5,79,85204,0,Low_Chance,1,0,0,1,0,0,1
292406,5,94,85204,0,Low_Chance,0,0,1,0,1,0,1
292408,6,17,85204,0,Low_Chance,1,0,0,1,0,0,1
292420,6,96,85204,0,Low_Chance,0,1,0,1,0,0,1
292465,4,82,85204,0,Low_Chance,0,1,0,0,1,0,1
292528,5,42,85204,0,High_Chance,1,0,0,1,0,0,1
292572,5,89,85204,0,Low_Chance,0,0,1,0,1,0,1
292582,6,81,85204,0,Low_Chance,0,1,0,0,1,0,1
292638,6,89,85204,0,Low_Chance,0,1,0,1,0,0,1
292672,6,32,85204,0,Low_Chance,1,0,0,1,0,0,1
292683,3,58,85204,0,High_Chance,0,0,1,1,0,0,1
292686,6,98,85204,0,High_Chance,0,0,1,0,1,0,1
292742,5,87,85204,0,High_Chance,0,1,0,0,1,0,1
292789,6,99,85204,0,Low_Chance,0,1,0,0,1,0,1
636990,6,91,85282,0,Low_Chance,0,1,0,1,0,0,1
637241,6,53,85202,0,Low_Chance,0,1,0,0,1,0,1
637458,5,33,85283,0,Low_Chance,0,1,0,0,1,0,1
637462,6,82,85283,0,Low_Chance,1,0,0,1,0,1,0
638190,5,19,85202,0,Low_Chance,0,1,0,1,0,0,1
639261,6,15,85204,0,Low_Chance,0,0,1,1,0,0,1
639608,4,53,85283,0,Low_Chance,0,1,0,1,0,0,1
639613,5,39,85283,0,Low_Chance,1,0,0,1,0,1,0
639625,6,98,85283,0,Low_Chance,0,1,0,1,0,0,1
639627,6,50,85283,0,Low_Chance,1,0,0,1,0,0,1
639855,6,94,85282,0,Low_Chance,1,0,0,0,1,0,1
640127,5,75,85283,0,Low_Chance,1,0,0,0,1,0,1
640174,6,88,85283,0,Low_Chance,0,1,0,0,1,0,1
640192,6,97,85282,0,Low_Chance,0,0,1,1,0,0,1
640434,6,51,85282,0,High_Chance,0,0,1,1,0,0,1
640507,6,35,85203,0,Low_Chance,1,0,0,0,1,0,1
640643,6,11,85283,0,Low_Chance,1,0,0,1,0,0,1
640701,6,61,85283,0,Low_Chance,0,1,0,0,1,0,1
640708,6,99,85283,0,Low_Chance,0,1,0,0,1,0,1
640717,6,25,85283,0,Low_Chance,0,1,0,1,0,0,1
641204,3,30,85204,0,Low_Chance,0,0,1,1,0,0,1
641740,6,98,85283,0,Low_Chance,1,0,0,0,1,0,1
641849,6,35,85202,0,Low_Chance,0,1,0,1,0,0,1
642076,6,17,85283,0,Low_Chance,1,0,0,1,0,0,1
642471,6,10,85203,0,Low_Chance,0,1,0,1,0,0,1
642636,6,94,85282,0,Low_Chance,1,0,0,0,1,0,1
642840,5,97,85283,0,Low_Chance,0,1,0,0,1,0,1
643799,6,96,85282,0,Low_Chance,1,0,0,1,0,0,1
643906,5,98,85202,0,Low_Chance,1,0,0,1,0,0,1
644280,6,93,85282,1,Low_Chance,0,0,1,0,1,0,1
645169,6,87,85282,0,High_Chance,0,0,1,1,0,0,1
645527,6,95,85283,0,Low_Chance,1,0,0,1,0,0,1
645989,6,92,85282,0,Low_Chance,0,0,1,1,0,0,1
646141,6,60,85282,0,Low_Chance,0,1,0,1,0,0,1
648253,5,92,85204,0,Low_Chance,1,0,0,0,1,1,0
648292,6,73,85203,0,Low_Chance,0,1,0,0,1,0,1
648927,3,97,85204,0,Low_Chance,1,0,0,1,0,0,1
649958,6,56,85202,1,Low_Chance,0,0,1,0,1,0,1
650629,6,98,85282,0,Low_Chance,0,0,1,1,0,0,1
652150,5,12,85204,0,Low_Chance,1,0,0,1,0,0,1
652369,5,96,85204,0,Low_Chance,0,1,0,0,1,0,1
652873,5,46,85202,0,Low_Chance,1,0,0,0,1,0,1
653592,4,53,85204,0,Low_Chance,0,1,0,1,0,0,1
654199,6,98,85203,0,Low_Chance,0,1,0,0,1,0,1
654346,4,90,85213,0,Low_Chance,0,1,0,1,0,0,1
656085,4,97,85204,0,Low_Chance,0,1,0,1,0,0,1
656626,4,69,85202,0,Low_Chance,0,0,1,1,0,0,1
657022,4,6,85204,0,Low_Chance,0,0,1,1,0,0,1
657109,6,13,85204,0,Low_Chance,1,0,0,1,0,0,1
658465,6,90,85210,0,Low_Chance,0,1,0,0,1,0,1
658970,6,31,85204,0,Low_Chance,0,1,0,1,0,0,1
659880,6,90,85202,0,Low_Chance,0,1,0,0,1,0,1
660621,5,93,85204,1,Low_Chance,0,1,0,1,0,0,1
661465,5,98,85233,0,Low_Chance,0,1,0,0,1,0,1
662059,6,24,85204,0,Low_Chance,0,0,1,1,0,0,1
662164,5,58,85201,0,Low_Chance,0,1,0,1,0,0,1
681496,6,95,85203,0,High_Chance,0,1,0,0,1,0,1
684345,6,41,85213,0,Low_Chance,0,0,1,1,0,0,1
354853,6,98,85213,0,Low_Chance,0,1,0,1,0,0,1
354894,6,84,85213,0,Low_Chance,0,1,0,1,0,0,1
354896,6,85,85213,0,High_Chance,1,0,0,1,0,0,1
354903,4,64,85213,0,Low_Chance,0,1,0,1,0,0,1
354906,6,97,85213,0,Low_Chance,0,1,0,0,1,0,1
354942,6,89,85213,1,High_Chance,0,1,0,0,1,0,1
354953,5,72,85203,0,Low_Chance,0,1,0,1,0,0,1
355000,6,91,85213,0,Low_Chance,0,1,0,1,0,0,1
355002,4,48,85204,0,High_Chance,0,0,1,0,1,0,1
355043,4,98,85213,0,Low_Chance,0,1,0,1,0,0,1
355054,4,97,85213,0,High_Chance,0,0,1,0,1,0,1
355088,5,99,85204,0,Low_Chance,0,1,0,0,1,0,1
355090,3,91,85204,0,Low_Chance,0,1,0,0,1,0,1
355095,5,99,85213,0,Low_Chance,0,1,0,0,1,0,1
355099,6,99,85213,0,Low_Chance,0,1,0,1,0,0,1
355299,5,82,85213,0,Low_Chance,0,1,0,0,1,0,1
355301,6,97,85213,0,Low_Chance,0,1,0,0,1,0,1
355335,5,95,85213,0,Low_Chance,0,1,0,1,0,0,1
355337,6,62,85213,0,Low_Chance,1,0,0,1,0,1,0
355398,6,95,85213,0,Low_Chance,0,1,0,1,0,0,1
355401,6,94,85213,0,Low_Chance,0,1,0,1,0,0,1
355444,6,99,85213,0,Low_Chance,0,1,0,1,0,0,1
355455,6,96,85213,0,Low_Chance,0,1,0,1,0,0,1
355484,6,98,85213,0,Low_Chance,0,0,1,0,1,0,1
355495,4,96,85213,0,Low_Chance,1,0,0,1,0,0,1
355497,6,92,85213,0,Low_Chance,0,1,0,1,0,0,1
355533,5,96,85213,0,Low_Chance,0,1,0,1,0,0,1
355546,6,61,85213,0,Low_Chance,0,1,0,1,0,0,1
355548,5,99,85213,0,Low_Chance,0,1,0,1,0,0,1
355635,5,49,85213,0,Low_Chance,0,1,0,0,1,0,1
355674,5,71,85213,0,Low_Chance,1,0,0,1,0,0,1
356173,6,98,85203,0,High_Chance,0,0,1,0,1,0,1
356181,6,47,85203,0,Low_Chance,0,0,1,1,0,0,1
356342,4,95,85213,0,Low_Chance,0,1,0,1,0,0,1
356351,5,41,85213,0,Low_Chance,0,1,0,1,0,0,1
356447,6,98,85213,0,Low_Chance,0,1,0,1,0,0,1
356537,5,99,85234,0,Low_Chance,1,0,0,0,1,0,1
356821,6,98,85213,0,Low_Chance,0,1,0,1,0,0,1
357190,6,92,85213,0,Low_Chance,0,0,1,0,1,0,1
357289,6,64,85213,0,Low_Chance,0,1,0,0,1,0,1
357291,6,94,85213,0,Low_Chance,0,1,0,1,0,0,1
357294,6,81,85213,0,Low_Chance,1,0,0,0,1,0,1
291859,6,93,85204,1,Low_Chance,0,0,1,1,0,0,1
291865,5,91,85204,0,Low_Chance,0,1,0,1,0,0,1
291977,6,27,85204,0,Low_Chance,1,0,0,1,0,0,1
291993,6,75,85204,0,Low_Chance,0,1,0,1,0,0,1
292062,4,98,85204,0,Low_Chance,0,1,0,1,0,0,1
292100,6,88,85204,0,Low_Chance,0,0,1,0,1,0,1
292112,4,97,85204,0,Low_Chance,1,0,0,0,1,0,1
292131,6,49,85204,0,Low_Chance,0,1,0,1,0,0,1
292171,6,45,85204,0,Low_Chance,0,1,0,0,1,0,1
292230,6,91,85204,0,Low_Chance,1,0,0,0,1,1,0
292241,5,95,85204,0,Low_Chance,0,1,0,1,0,0,1
292274,6,37,85204,0,Low_Chance,0,1,0,1,0,0,1
292400,3,41,85204,0,High_Chance,0,0,1,1,0,0,1
292407,5,84,85204,0,Low_Chance,1,0,0,1,0,0,1
292419,6,95,85204,0,Low_Chance,0,1,0,0,1,0,1
292473,6,94,85204,0,Low_Chance,0,1,0,0,1,0,1
292484,6,23,85204,0,Low_Chance,0,1,0,0,1,0,1
292519,5,77,85204,0,Low_Chance,0,1,0,0,1,0,1
292567,6,29,85204,0,Low_Chance,0,1,0,1,0,0,1
292578,5,89,85204,0,Low_Chance,0,0,1,1,0,0,1
292595,6,77,85204,0,Low_Chance,0,1,0,1,0,0,1
292637,6,87,85204,0,Low_Chance,0,1,0,0,1,0,1
292697,6,10,85204,0,Low_Chance,1,0,0,1,0,1,0
292790,6,97,85204,0,High_Chance,1,0,0,1,0,0,1
292801,6,94,85204,0,Low_Chance,0,1,0,0,1,0,1
292809,5,98,85204,0,Low_Chance,1,0,0,0,1,0,1
292844,6,70,85204,0,Low_Chance,1,0,0,1,0,1,0
292901,6,90,85204,0,Low_Chance,0,1,0,1,0,0,1
292949,6,95,85204,0,Low_Chance,1,0,0,0,1,0,1
292975,4,50,85210,0,Low_Chance,1,0,0,1,0,1,0
293013,5,97,85203,0,Low_Chance,1,0,0,0,1,1,0
293025,4,38,85201,0,Low_Chance,1,0,0,1,0,0,1
293038,4,96,85204,0,Low_Chance,0,1,0,1,0,0,1
293064,6,99,85204,0,Low_Chance,0,1,0,0,1,0,1
293089,6,94,85204,0,Low_Chance,1,0,0,0,1,0,1
293102,5,94,85204,0,Low_Chance,0,1,0,0,1,0,1
293196,6,99,85204,0,Low_Chance,0,1,0,0,1,0,1
293237,5,98,85204,0,Low_Chance,0,1,0,0,1,0,1
293251,5,98,85204,0,High_Chance,0,1,0,0,1,0,1
293275,6,96,85204,0,Low_Chance,0,1,0,0,1,0,1
662634,6,20,85201,0,Low_Chance,0,1,0,1,0,0,1
664212,4,96,85213,0,Low_Chance,0,1,0,0,1,0,1
664724,6,70,85204,0,Low_Chance,0,1,0,1,0,0,1
670670,5,25,85282,0,Low_Chance,1,0,0,1,0,0,1
673499,4,99,85233,0,Low_Chance,0,1,0,0,1,0,1
674134,3,94,85233,1,Low_Chance,1,0,0,1,0,0,1
674424,4,27,85224,0,Low_Chance,0,1,0,0,1,0,1
696254,3,48,85201,0,Low_Chance,1,0,0,0,1,0,1
733127,4,32,85224,0,Low_Chance,1,0,0,1,0,0,1
736301,4,92,85202,0,Low_Chance,0,1,0,0,1,0,1
777377,5,60,85225,0,Low_Chance,0,1,0,0,1,0,1
778276,4,13,85210,0,Low_Chance,0,1,0,1,0,1,0
781710,4,96,85210,0,Low_Chance,0,0,1,0,1,0,1
650418,6,99,85282,0,Low_Chance,1,0,0,1,0,0,1
650585,6,38,85282,0,Low_Chance,1,0,0,1,0,0,1
652370,5,97,85204,0,Low_Chance,0,0,1,1,0,0,1
652417,6,82,85204,0,Low_Chance,0,1,0,1,0,0,1
652937,5,72,85203,0,Low_Chance,0,1,0,0,1,0,1
653112,6,32,85224,0,Low_Chance,0,1,0,1,0,0,1
653591,4,97,85203,0,Low_Chance,0,1,0,0,1,0,1
653869,4,94,85213,0,High_Chance,0,0,1,0,1,0,1
654345,4,86,85213,0,Low_Chance,0,1,0,0,1,0,1
657849,3,95,85204,1,Low_Chance,0,0,1,0,1,0,1
658484,6,88,85282,0,Low_Chance,1,0,0,1,0,0,1
659689,6,79,85201,0,Low_Chance,0,0,1,1,0,0,1
659915,6,51,85203,0,Low_Chance,1,0,0,0,1,0,1
660433,4,77,85202,0,Low_Chance,0,1,0,0,1,0,1
660505,4,59,85234,0,High_Chance,0,1,0,0,1,0,1
660643,5,68,85234,0,Low_Chance,1,0,0,1,0,0,1
661235,4,97,85201,0,Low_Chance,0,1,0,1,0,0,1
661448,3,90,85234,0,Low_Chance,0,1,0,1,0,0,1
661527,4,55,85204,0,Low_Chance,0,1,0,1,0,0,1
661666,4,91,85203,0,Low_Chance,0,0,1,0,1,0,1
681317,3,48,85213,0,Low_Chance,1,0,0,0,1,0,1
681643,5,57,85283,0,Low_Chance,1,0,0,1,0,1,0
683874,5,99,85213,0,Low_Chance,0,1,0,1,0,0,1
698101,4,44,85282,0,Low_Chance,0,1,0,0,1,0,1
738409,3,31,85210,0,Low_Chance,1,0,0,0,1,0,1
743975,6,7,85201,0,Low_Chance,1,0,0,1,0,0,1
745574,4,16,85281,0,Low_Chance,1,0,0,1,0,0,1
909186,4,73,85204,0,High_Chance,0,0,1,1,0,0,1
443184,5,83,85233,0,Low_Chance,1,0,0,1,0,0,1
443483,3,28,85233,0,Low_Chance,0,0,1,1,0,0,1
443491,5,57,85202,0,High_Chance,0,1,0,1,0,0,1
443777,5,91,85204,0,Low_Chance,0,1,0,0,1,0,1
444423,5,80,85210,0,Low_Chance,1,0,0,1,0,0,1
446112,6,55,85203,0,Low_Chance,0,1,0,1,0,0,1
446133,4,36,85204,0,Low_Chance,0,0,1,1,0,1,0
447070,3,14,85234,0,Low_Chance,0,0,1,0,1,0,1
447134,5,95,85234,0,High_Chance,0,1,0,0,1,0,1
447918,6,96,85234,0,Low_Chance,0,1,0,1,0,0,1
447937,5,99,85234,0,Low_Chance,0,1,0,1,0,0,1
448016,4,55,85204,0,Low_Chance,0,0,1,1,0,0,1
448534,6,85,85204,0,Low_Chance,0,1,0,1,0,0,1
448580,3,36,85202,0,Low_Chance,0,0,1,0,1,0,1
