Voter ID,Party,Sex,Age,Ethnicity,Voter Score,Turnout Score,PartisanshipScore,Kids in HH,Liberal Ideology, marriage,Zip,Outcome
2492788,3,1,66,2,64.08,26,7,53,28,96,85204,0
2492958,2,0,65,3,4.88,99,0,9,7,94,85203,0
2493135,2,0,61,2,11.21,89,1,21,14,66,85204,0
2493220,2,1,61,3,8.88,53,3,17,18,88,85204,0
2493252,2,1,53,3,29.84,31,3,16,18,75,85204,0
2493290,1,1,47,2,69.5,99,4,80,10,98,85233,0
2493323,3,1,43,3,22.33,79,1,96,10,86,85213,0
2493339,1,0,43,2,90.83,24,98,65,58,54,85204,0
2493395,1,0,36,2,90.02,21,92,65,44,14,85210,0
2493537,2,1,36,3,7.31,85,2,36,15,56,85204,0
2493597,3,0,60,2,33.63,99,69,9,45,96,85203,0
2493623,1,1,56,3,88.57,94,98,27,70,57,85213,0
2494030,2,1,36,3,11.62,99,1,28,4,93,85213,0
2653307,1,0,62,3,89.95,70,96,34,52,19,85203,0
2653332,2,1,53,3,16.54,95,1,35,10,63,85282,0
2653758,2,1,62,3,7.08,99,0,72,5,99,85224,0
2654941,1,1,65,3,78.91,88,73,5,18,60,85202,0
2657262,2,0,57,3,6.53,93,1,24,18,52,85204,0
2657987,3,0,48,3,79.62,99,84,30,75,14,85201,0
2658200,2,1,62,3,5.31,98,0,42,5,98,85213,0
2658343,1,1,65,3,81.46,71,98,5,69,10,85202,0
2658386,2,0,68,3,9.18,98,0,4,17,43,85204,0
2658480,2,0,64,3,10.36,4,9,9,19,36,85210,0
2658612,1,0,52,3,52.96,33,69,10,73,74,85203,0
2658727,2,0,74,3,4.79,99,0,10,7,97,85204,0
2658781,1,0,64,3,58.42,99,0,4,11,97,85204,0
2658863,3,0,79,3,13.31,85,5,7,13,85,85204,0
2659263,3,0,74,3,96.47,98,95,3,37,30,85201,0
2659564,3,0,82,3,17.46,98,6,1,18,7,85201,0
2659964,2,1,65,3,4.24,99,0,14,8,98,85213,0
2660396,2,1,61,3,7.59,98,1,10,12,63,85202,0
2662687,1,1,67,2,89.4,99,98,15,46,65,85210,0
2662824,3,0,58,3,18.9,72,18,43,29,35,85202,0
2662940,2,0,85,3,8.53,98,0,1,7,97,85283,0
2663174,2,0,54,3,7.36,22,1,43,20,27,85213,0
2663857,2,0,70,3,46.54,34,2,3,13,20,85204,0
2665890,1,0,67,3,93.71,98,98,10,55,85,85203,0
2666977,1,0,59,3,94.04,97,98,17,83,34,85204,0
2667009,2,0,72,3,10.28,98,3,2,16,23,85210,0
2667094,2,1,58,3,5.7,91,0,73,3,99,85203,0
2667405,1,0,49,3,91.14,99,98,71,94,72,85213,0
2667499,2,1,56,3,6.46,92,0,87,6,98,85202,0
2667715,3,1,48,3,11.11,88,0,66,9,64,85203,0
2668194,2,0,68,3,5.45,89,0,9,9,9,85202,0
2668228,2,0,58,3,6.48,98,1,17,10,64,85210,0
2669181,2,0,48,3,7.16,92,2,59,10,92,85210,0
2791182,1,0,73,3,97.59,98,98,8,66,9,85203,0
2791249,3,0,77,3,44.38,88,43,1,46,17,85204,1
2793124,1,1,35,3,86.47,76,97,15,84,17,85201,0
2793451,2,1,35,3,4.45,98,0,68,3,66,85201,0
2793682,3,1,35,2,68.69,56,96,47,56,41,85201,0
2793845,3,0,49,3,51.28,76,43,71,43,55,85224,1
2794077,2,0,45,3,5.12,99,0,93,6,99,85204,0
2898296,1,1,34,3,90.15,43,97,3,77,11,85282,0
2898877,3,0,64,3,23.85,25,55,57,40,94,85210,1
2899809,2,1,44,3,4.31,99,0,94,2,98,85203,0
2900325,3,1,43,3,10.26,91,19,65,36,86,85202,0
2900711,2,0,35,3,9.42,98,7,19,22,24,85203,0
2900948,2,1,46,3,4.39,98,2,83,8,79,85213,0
2900958,1,1,45,3,96.61,81,96,70,51,47,85204,0
2901594,3,0,56,3,15.42,98,3,43,16,29,85204,0
2901932,1,0,43,3,95.21,98,93,54,68,63,85202,0
2902157,2,1,34,2,8.46,90,2,35,10,56,85204,0
2903098,1,1,55,3,87.66,51,91,40,55,24,85203,0
2903861,1,1,35,3,75.87,58,97,3,80,20,85282,0
2903990,1,1,40,3,82.2,99,16,92,40,98,85201,0
2904665,3,0,36,3,38.31,34,5,31,46,74,85204,0
2659793,1,0,73,2,84.7,73,98,24,42,87,85210,0
2661025,2,1,61,3,37.47,56,41,7,38,26,85202,1
2661300,1,1,81,3,95.47,97,96,1,83,13,85201,0
2661616,1,0,82,3,92.99,82,98,2,74,18,85203,0
2662054,3,0,87,3,19.75,79,26,1,20,4,85201,0
2662559,1,0,94,3,97.12,97,99,1,90,47,85282,0
2665961,2,0,50,3,7.93,99,0,83,7,88,85201,0
2666239,1,0,58,3,95.63,95,91,31,57,24,85202,0
2666928,1,1,58,3,95.84,95,98,12,85,13,85210,0
2667904,3,0,51,3,7.67,96,3,82,9,92,85213,0
2668574,1,0,87,3,92.85,98,98,2,57,17,85204,0
2668597,2,1,60,3,8.7,97,0,33,6,69,85204,0
2668758,3,1,70,2,24.11,99,7,6,10,38,85202,0
2668884,2,0,67,3,7.86,84,0,38,24,48,85210,0
2669885,1,0,73,3,94.41,98,99,3,79,43,85210,0
2670077,3,1,53,3,32.15,44,58,42,42,65,85224,1
2670136,1,0,62,3,87.92,76,96,28,76,53,85204,0
2670464,3,1,59,3,13.18,85,41,61,31,97,85210,1
2670696,1,0,51,3,94.62,98,99,50,75,43,85202,0
2670721,2,0,84,3,9.29,97,1,3,11,28,85201,0
2671109,2,0,52,3,5.63,98,0,73,6,94,85282,0
2671331,3,0,50,3,91.72,87,64,69,46,65,85282,1
2672769,2,0,46,3,3.43,91,0,95,3,99,85213,0
2810121,1,0,77,3,50.11,80,1,4,15,36,85210,0
2818713,2,1,51,3,7.83,36,1,37,8,43,85201,0
2819987,1,0,58,3,87.61,71,96,38,49,18,85204,0
2820065,2,1,44,3,5.5,33,0,59,7,76,85204,0
2820444,3,1,48,3,24.88,17,60,24,34,18,85210,1
2820454,3,1,37,3,42.79,24,82,9,62,13,85213,0
2821388,2,1,50,3,5.38,92,0,62,5,79,85204,0
2821840,1,1,51,2,85.77,40,96,62,48,72,85224,0
2822247,1,0,35,2,87.12,41,97,54,74,44,85210,0
2822676,3,1,37,2,60.88,25,43,28,40,36,85204,1
2823439,1,0,35,2,87.55,97,96,41,68,11,85213,0
2823628,3,0,38,3,54.74,82,67,88,57,98,85204,0
2823632,1,0,35,2,93.54,83,97,54,32,43,85210,0
2824159,2,1,46,3,4.65,99,0,40,6,38,85203,0
3024736,2,0,41,3,22.54,99,0,83,5,98,85204,0
3024930,2,0,34,3,29.61,83,10,47,20,26,85203,0
3025603,3,0,34,3,26.53,18,98,74,44,71,85201,0
3025675,1,1,34,3,95.74,98,95,3,92,11,85201,0
3026294,3,0,71,3,37.33,19,25,10,37,54,85203,0
3026346,2,0,41,3,3.98,99,0,95,4,98,85204,0
3026975,2,0,35,3,23.12,81,2,35,15,7,85202,0
3027687,3,1,35,3,10.05,87,2,23,8,61,85213,0
3027774,3,0,34,3,12.58,47,0,30,9,31,85213,0
3027778,3,1,39,3,85.04,92,81,25,77,52,85233,0
3028283,3,0,34,2,69.18,57,84,40,57,16,85210,0
3030481,3,1,58,3,77.0,90,58,66,47,73,85224,1
3031096,3,1,64,2,70.24,66,90,25,40,71,85203,0
3031098,2,0,43,3,4.57,88,0,96,5,98,85202,0
3031284,2,1,72,3,9.36,98,0,19,3,97,85282,0
3031671,2,0,85,3,7.64,16,1,1,18,7,85204,0
3031732,3,0,34,3,17.32,98,4,30,12,17,85202,0
3031734,2,1,60,3,14.91,39,2,5,35,78,85213,0
3031945,3,0,50,2,86.87,68,77,85,36,46,85204,0
3032122,3,0,35,3,20.15,3,37,23,57,50,85203,1
3033595,1,1,41,2,86.98,86,90,54,61,60,85210,0
3035337,2,0,37,3,6.9,99,1,11,7,12,85225,0
2708183,3,1,45,3,5.94,81,1,91,15,81,85203,0
2708962,2,0,45,2,29.98,98,3,82,6,99,85233,0
2709368,3,0,48,3,36.08,26,11,79,33,65,85213,0
2711223,2,0,37,3,10.27,90,1,59,5,95,85201,0
2711626,3,1,59,3,31.94,97,4,45,10,39,85203,0
2712286,3,0,52,3,91.6,86,4,74,51,69,85201,0
2712442,1,1,41,3,95.99,88,59,42,48,29,85202,1
2713339,2,0,35,3,8.17,79,1,9,10,6,85202,0
2713527,2,1,65,3,5.3,88,0,17,5,97,85203,0
2713645,2,1,80,3,6.56,73,1,5,3,65,85204,0
2718707,2,1,58,3,7.99,98,2,24,20,33,85210,0
2796000,3,1,47,2,88.63,98,96,38,36,28,85202,0
2796167,2,1,77,3,5.07,84,5,1,11,29,85213,0
2796259,3,1,35,3,91.57,99,97,13,66,13,85204,0
2797006,3,0,76,3,16.64,61,8,1,31,8,85213,0
2798376,2,1,46,2,16.45,84,2,57,13,43,85202,0
2799637,1,0,49,3,89.76,16,98,60,40,26,85201,0
2808335,3,0,51,3,85.18,61,75,37,43,19,85201,0
2883225,2,1,42,3,7.89,82,1,24,13,26,85210,0
2884524,3,0,53,2,30.36,51,78,58,27,41,85210,0
2884755,2,0,51,3,5.4,99,0,76,2,98,85202,0
2885055,2,1,36,3,7.22,83,1,18,13,16,85202,0
2885256,3,0,52,3,19.34,91,27,65,28,94,85203,0
2885259,3,1,55,2,24.45,59,1,37,10,50,85204,0
2886073,2,1,48,3,7.61,88,18,73,10,96,85213,0
2886619,3,1,36,3,47.76,16,82,28,54,49,85210,0
2886627,1,0,82,3,93.37,71,90,6,44,11,85213,0
2887811,1,1,75,3,91.97,99,98,13,49,44,85203,0
2888746,2,0,35,3,4.63,99,0,36,2,96,85204,0
2888941,3,0,87,3,65.36,10,61,6,46,68,85202,1
2889437,3,0,43,3,48.68,73,55,72,85,73,85233,1
2889506,3,0,38,3,14.37,98,42,66,74,57,85213,1
2890165,1,0,35,3,96.43,96,97,26,92,13,85203,0
2890356,2,0,53,3,5.52,88,1,81,6,81,85203,0
2891801,3,1,62,3,34.11,86,51,6,41,50,85202,1
2892180,2,1,35,3,7.69,87,2,14,10,5,85203,0
2893939,2,0,72,3,8.53,95,0,2,22,20,85281,0
3081159,1,1,42,3,90.52,98,97,53,85,89,85210,0
3082049,1,1,45,2,95.43,99,98,74,63,88,85202,0
2882053,1,0,35,3,96.65,95,99,8,87,40,85283,0
2882321,1,0,48,3,89.16,98,92,84,84,89,85204,0
2968782,3,1,66,3,78.49,98,24,3,33,36,85203,0
2969283,2,1,47,3,7.84,95,0,92,6,99,85234,0
2969892,1,1,58,2,82.57,99,98,44,78,99,85203,0
2970056,2,1,70,3,4.52,83,1,16,2,97,85204,0
2971431,3,0,71,3,6.58,99,8,4,16,96,85203,0
2971848,1,1,34,3,91.92,99,97,9,86,34,85204,0
2972127,1,0,44,3,95.94,98,98,86,58,82,85201,0
2973386,1,0,92,3,93.65,96,97,1,62,28,85281,0
2973515,1,1,63,3,95.09,97,98,6,72,24,85204,0
2974214,1,1,64,3,90.29,99,89,1,66,20,85202,0
2974488,3,0,50,3,95.75,99,94,72,88,98,85202,0
2974515,1,1,34,3,94.1,98,65,45,65,40,85204,1
2974846,2,1,52,3,3.62,98,0,81,3,97,85204,0
2975812,2,1,57,3,5.32,99,0,9,9,67,85210,0
2976149,2,0,67,3,7.48,86,1,16,8,91,85204,0
3073844,3,0,59,3,29.91,84,28,70,26,84,85203,0
3074132,2,1,52,3,7.32,82,0,13,6,91,85282,0
3074429,2,0,66,3,10.13,88,0,1,16,10,85224,0
3075550,3,0,39,3,38.4,85,70,38,71,86,85210,0
3075667,1,0,76,3,82.61,98,1,2,10,34,85225,0
3076231,2,0,75,3,4.57,99,0,4,7,89,85203,0
3078866,2,1,40,3,6.66,71,0,21,15,39,85282,0
3079374,2,0,52,3,4.15,99,1,74,4,94,85210,0
3079445,1,1,67,2,94.33,98,98,29,63,94,85210,0
3079633,3,1,46,3,45.26,10,76,81,47,86,85202,0
2839663,2,0,48,3,7.69,82,1,81,8,55,85202,0
2840269,3,0,42,3,80.1,67,87,83,43,18,85202,0
2840709,2,0,71,3,17.2,51,6,8,18,31,85202,0
2840736,3,0,35,2,26.57,75,98,37,69,10,85202,0
2841743,2,0,68,3,24.65,99,98,8,27,94,85210,0
2843458,3,1,41,3,50.54,30,26,42,39,35,85202,0
2843823,1,1,81,3,64.03,85,1,44,13,64,85202,0
2844230,1,1,41,3,62.36,99,70,71,85,50,85204,0
2844359,1,1,44,3,42.3,19,87,47,55,63,85213,0
2846105,3,1,72,3,87.41,99,60,3,61,96,85204,1
2846434,3,1,37,3,36.75,35,33,27,38,32,85202,0
2847247,1,0,41,2,92.16,33,97,73,34,49,85210,0
2849740,1,0,53,3,96.36,98,96,72,81,90,85202,0
2849862,3,0,69,3,91.88,98,96,5,70,55,85210,0
2850213,3,0,34,2,77.67,64,71,43,46,48,85213,0
2851121,3,0,42,3,46.93,28,38,80,50,74,85203,1
2911083,3,0,42,3,46.73,66,83,90,71,68,85225,0
2911099,2,1,73,3,7.27,98,3,3,15,24,85204,0
2911635,1,0,36,3,76.7,48,61,29,72,31,85224,1
2912169,2,1,34,2,9.35,63,5,8,16,17,85281,0
2912254,3,1,50,3,9.5,94,2,95,12,98,85203,0
2912723,3,1,34,2,80.47,82,92,22,65,22,85210,0
2912993,1,0,33,3,97.23,98,97,39,90,31,85201,0
2913454,3,1,42,3,31.54,26,8,47,34,27,85213,0
2915631,1,0,81,3,93.98,99,99,1,68,94,85204,0
2917188,2,1,85,3,5.99,98,1,3,6,86,85203,0
2917686,1,0,45,3,96.76,98,99,36,92,34,85203,0
2917736,3,0,34,2,71.89,24,94,46,45,11,85201,0
2918046,3,0,40,3,91.43,83,76,64,77,45,85202,0
2918211,1,1,73,3,75.59,96,95,8,95,85,85203,0
2919129,3,0,39,3,7.87,97,0,94,8,89,85203,0
2919314,1,1,34,3,73.85,88,95,22,84,68,85202,0
2919672,2,1,36,3,8.12,65,3,25,18,17,85203,0
2920103,2,0,43,3,15.54,28,65,85,51,57,85204,1
2921787,3,1,67,2,54.27,33,6,43,20,93,85202,0
2922019,2,0,77,3,5.61,98,5,2,7,94,85201,0
2922057,1,1,37,2,92.44,94,93,10,75,12,85202,0
2923682,3,0,46,3,23.74,90,20,73,71,61,85213,0
2923920,1,0,55,3,85.39,98,97,51,78,34,85202,0
2924542,1,0,43,3,21.54,27,13,92,45,95,85210,0
3011282,1,0,66,2,93.52,99,98,10,43,83,85204,0
3011359,2,1,62,3,15.41,17,10,16,19,52,85202,0
3011609,1,0,48,2,86.56,81,97,89,31,79,85204,0
3011841,2,1,34,3,87.75,36,97,14,68,28,85283,0
3012398,3,1,43,3,68.13,88,67,56,76,66,85213,0
3012462,2,1,48,3,6.49,92,1,66,6,94,85210,0
3013257,1,1,35,3,73.29,31,92,10,81,17,85210,0
3014014,2,1,35,3,5.73,98,2,16,10,7,85234,0
3015533,1,1,34,3,95.54,95,96,7,88,11,85203,0
3016369,3,0,73,3,70.36,98,21,1,14,31,85201,0
3017493,1,0,44,3,94.59,98,96,90,69,91,85225,0
3018675,3,1,59,3,8.22,69,0,19,16,91,85210,0
3018997,3,0,63,3,47.65,35,97,32,55,49,85234,0
3019328,1,0,70,3,92.64,98,99,4,69,16,85203,0
3019853,2,0,45,3,45.58,98,13,64,24,44,85210,0
3020208,2,0,35,3,4.02,99,0,17,3,27,85213,0
3020605,1,1,81,3,75.09,69,97,5,78,93,85204,0
3020721,3,0,34,3,20.92,68,11,41,55,2,85203,0
3021279,1,0,83,3,95.67,99,99,2,94,96,85282,0
3022245,2,1,39,3,8.34,66,60,42,13,68,85203,1
3022713,2,1,62,3,9.64,98,0,2,8,12,85210,0
3023867,3,0,44,3,53.68,43,72,60,51,22,85202,0
2821624,3,0,51,3,39.26,67,67,21,67,17,85213,0
2821949,3,0,35,3,22.92,76,60,41,56,22,85202,1
2822112,3,1,88,3,27.72,9,19,2,26,34,85204,0
3024233,2,1,68,3,2.76,99,0,10,2,97,85202,0
3024284,1,1,49,3,83.94,86,93,17,83,32,85282,0
3024334,1,0,41,2,92.66,98,99,90,64,57,85204,0
3024454,3,1,68,3,46.94,68,70,46,42,97,85201,0
3024610,2,0,37,3,18.37,22,34,22,35,26,85202,0
3024658,3,0,42,3,94.55,26,69,80,40,23,85201,0
3024901,1,1,69,3,79.97,99,80,7,73,95,85233,0
3025856,2,0,79,3,7.28,98,3,7,6,27,85210,0
3026020,2,0,40,3,8.01,98,1,88,33,78,85202,0
3026374,3,0,34,3,14.22,5,77,12,67,13,85210,0
3026585,1,0,62,3,72.1,47,98,23,78,56,85202,0
3026815,3,0,34,2,87.11,24,94,16,39,5,85210,0
3027191,3,0,34,3,55.71,41,96,9,79,8,85202,0
3027365,2,0,87,3,10.07,68,0,1,9,8,85282,0
3027559,3,0,40,3,32.45,67,17,90,43,80,85210,0
3028424,2,0,68,3,6.61,77,1,4,11,17,85210,0
3028799,1,1,66,3,95.3,99,98,11,91,65,85224,0
3029365,3,1,52,3,38.06,76,36,21,45,51,85224,1
3029993,1,0,35,3,93.37,87,96,23,93,35,85213,0
3030096,2,0,50,3,7.81,81,0,59,35,40,85204,0
3030703,2,1,69,3,8.7,87,0,6,8,26,85210,0
3030998,3,0,49,3,54.43,75,66,84,56,20,85202,0
3031225,3,0,63,3,10.81,66,50,26,47,96,85203,1
3032655,2,0,34,3,6.18,85,11,41,52,41,85201,0
3032938,3,0,34,3,81.87,53,59,19,69,8,85204,1
3033429,2,1,37,3,5.4,80,1,8,7,21,85203,0
3034817,2,0,59,3,12.59,34,43,35,40,37,85210,1
2746518,1,0,64,3,91.26,32,98,4,76,18,85282,0
2747172,3,0,60,3,20.55,22,2,81,24,90,85203,0
2747670,2,1,44,3,16.92,85,2,87,12,97,85210,0
2747926,2,1,41,3,5.22,97,4,77,6,75,85203,0
2748078,1,0,38,3,83.98,91,96,65,79,96,85234,0
2749061,3,0,55,3,19.19,20,53,87,58,79,85210,1
2749802,1,1,46,2,86.56,91,97,80,50,92,85204,0
2749968,1,1,52,2,90.25,87,93,85,50,92,85204,0
2750413,3,0,49,3,49.24,64,91,18,83,18,85204,0
2750561,3,0,58,2,65.61,42,72,9,31,58,85203,0
2751238,1,0,53,3,87.11,19,95,39,30,58,85202,0
2751884,3,0,63,3,42.16,64,35,29,47,62,85202,1
2752059,2,1,51,3,8.9,99,2,74,2,98,85204,0
2856075,2,0,38,3,4.77,98,2,83,9,97,85204,0
2868906,3,1,49,3,12.74,99,6,32,21,25,85202,0
2926458,2,1,34,3,11.22,72,1,7,23,4,85213,0
2926619,2,1,72,3,7.18,98,0,24,7,72,85202,0
2927480,2,1,54,3,4.65,99,15,78,8,86,85203,0
2928561,3,0,44,3,41.79,25,88,96,52,91,85203,0
2928764,3,1,34,3,18.64,78,66,4,71,6,85202,0
2928829,3,0,36,3,8.89,98,11,61,11,90,85204,0
2928921,1,1,39,3,94.55,98,96,16,83,19,85204,0
2929579,1,1,54,2,93.86,97,92,71,40,73,85202,0
2929676,2,1,41,3,4.16,94,0,84,4,91,85203,0
2929707,1,1,37,3,68.91,28,73,11,54,16,85202,0
2930760,1,0,35,3,75.3,99,3,28,16,33,85201,0
2933607,3,1,71,2,34.52,89,91,9,73,90,85233,0
2934374,1,1,35,3,93.55,98,93,23,85,19,85204,0
2934661,3,0,41,3,31.98,40,1,93,14,97,85203,0
2934821,1,0,48,2,91.65,98,95,79,37,70,85204,0
2935056,2,0,49,2,23.54,75,0,86,21,96,85201,0
2935104,3,1,48,3,78.69,36,3,26,35,35,85201,0
2935134,2,0,58,3,6.78,98,7,60,20,90,85203,0
2935997,2,0,40,3,6.14,93,0,89,16,98,85204,0
3036342,3,0,34,3,79.97,56,77,38,47,5,85224,0
3037529,3,1,41,2,62.17,71,5,51,25,50,85204,0
3037557,2,0,34,3,3.92,99,1,37,3,66,85213,0
3037636,3,0,34,3,62.42,68,59,60,76,23,85204,1
3037819,2,1,34,3,14.28,26,5,12,44,5,85202,0
3038063,3,0,66,3,83.22,99,61,79,55,87,85213,1
3038379,2,0,67,3,8.42,99,29,5,12,98,85202,0
3038440,2,1,63,3,11.48,99,0,57,4,99,85210,0
3039068,1,0,35,2,93.87,97,33,63,49,47,85210,0
3039219,1,0,47,3,95.62,89,99,45,96,34,85282,0
3040395,2,1,43,3,4.16,95,1,83,4,92,85213,0
3040806,1,1,65,3,96.03,97,96,10,69,29,85210,0
3041630,3,1,68,3,60.95,99,39,3,21,32,85224,1
3048170,2,1,35,3,45.27,78,5,1,11,22,85202,0
3109745,2,0,68,3,14.05,82,5,9,21,23,85210,0
3111196,3,0,52,3,78.73,49,68,87,32,68,85203,0
3114450,3,1,39,3,14.56,53,5,31,24,43,85204,0
3114909,1,0,35,3,87.5,5,97,29,90,8,85233,0
3115022,1,0,37,2,96.51,99,99,33,85,48,85224,0
3354386,3,0,59,3,13.45,58,46,19,23,16,85203,1
3355124,3,0,65,3,91.05,93,70,3,54,21,85204,0
2821805,3,1,56,2,58.2,90,72,89,24,97,85204,0
2822035,2,1,51,3,30.73,98,10,92,7,91,85202,0
2822679,2,0,91,3,8.49,97,4,3,9,14,85201,0
2823519,3,1,39,3,71.3,91,17,56,28,94,85204,0
2823623,1,0,34,3,86.02,75,89,47,83,23,85204,0
2824259,2,0,69,3,5.14,99,0,4,4,96,85203,0
2949604,1,0,64,3,90.01,77,94,8,63,17,85202,0
3024052,2,0,71,3,5.94,99,0,2,10,95,85213,0
3024322,1,0,36,3,70.63,75,74,25,57,11,85201,0
3025044,1,0,35,3,88.55,60,92,59,70,9,85202,0
3025456,3,1,37,3,44.99,92,70,5,67,20,85201,0
3026446,3,1,34,3,42.94,49,66,16,44,19,85210,0
3026749,3,1,36,3,19.04,34,39,3,34,23,85201,1
3026952,3,0,45,3,43.0,69,50,54,55,91,85210,1
3027118,2,0,35,3,10.06,66,3,54,8,85,85203,0
3027959,1,0,53,3,91.22,99,81,60,91,73,85204,0
3028885,3,1,46,3,86.54,92,54,69,50,92,85202,1
3029122,2,0,34,3,7.64,37,2,31,10,23,85213,0
3029875,1,0,55,2,94.19,98,98,81,23,94,85204,0
3030795,3,0,34,2,81.91,98,97,45,84,80,85204,0
3031294,1,1,34,3,76.22,34,92,17,68,9,85202,0
3031385,3,1,54,3,14.81,98,37,83,42,77,85210,1
3031741,1,0,70,3,91.02,98,98,5,97,40,85204,0
3034081,3,1,67,3,22.49,88,1,14,31,98,85203,0
3034169,2,0,43,3,4.54,98,0,89,7,96,85204,0
3034422,1,1,83,2,88.21,97,95,7,54,82,85210,0
3035079,1,0,64,2,94.34,98,99,38,47,76,85203,0
3035115,3,1,63,3,29.24,19,15,5,46,25,85203,0
3145439,1,0,34,2,83.82,19,98,54,62,18,85204,0
3145748,2,1,44,3,7.15,77,4,68,10,75,85203,0
3145759,3,1,35,2,63.71,44,54,11,63,11,85203,1
3145925,3,0,34,3,87.46,82,97,12,61,10,85201,0
3146051,1,0,41,3,90.07,29,95,50,66,23,85202,0
3146974,3,1,87,2,53.93,6,33,4,19,29,85203,0
3147200,2,0,46,3,12.74,70,0,84,16,98,85225,0
3147598,1,0,34,3,75.92,81,97,16,86,3,85202,0
3147772,2,1,36,3,22.89,80,1,45,11,38,85203,0
3148381,2,1,41,3,20.86,41,2,63,18,97,85202,0
3148579,1,1,43,3,97.34,99,99,88,97,99,85203,0
3148940,2,1,61,3,9.35,23,1,12,15,36,85204,0
3149270,2,1,87,3,7.05,88,0,2,6,52,85204,0
3149498,1,1,79,2,95.04,94,98,13,45,35,85202,0
3151164,3,0,43,3,52.7,20,88,48,69,18,85201,0
3153006,1,0,36,2,90.45,98,99,24,89,40,85201,0
3153918,3,0,56,3,10.13,23,35,44,39,97,85213,1
3154860,1,0,38,3,92.48,94,98,28,78,25,85283,0
3154902,1,0,33,3,86.09,36,97,26,88,55,85204,0
3155426,3,1,37,3,86.71,77,95,4,88,16,85202,0
3156223,2,0,50,3,4.49,97,1,84,11,97,85213,0
3156498,3,0,45,3,61.07,91,80,39,62,18,85201,0
3157047,1,1,33,3,91.84,56,97,4,76,5,85202,0
3157082,3,1,43,3,17.62,40,2,59,14,60,85201,0
3157543,2,0,53,3,8.11,92,1,37,6,33,85201,0
3157821,1,0,55,2,92.2,77,95,81,53,81,85202,0
3158319,1,1,66,3,91.67,20,87,4,55,31,85210,0
3447952,2,1,61,3,6.26,98,1,9,10,33,85203,0
3448319,2,0,42,3,6.0,98,1,77,9,93,85204,0
3453519,3,1,32,2,85.64,35,35,16,44,3,85204,1
2792867,1,0,40,3,96.21,98,64,81,86,99,85282,1
2793652,2,0,55,3,4.04,99,0,61,2,98,85204,0
2897472,3,0,39,3,44.25,67,94,8,64,55,85202,0
2898690,3,1,35,3,71.87,51,64,9,47,11,85202,1
2912731,2,0,59,3,6.72,85,1,21,8,98,85282,0
2913142,2,1,51,3,15.29,20,43,39,34,38,85203,1
2913630,2,0,52,3,27.2,98,1,64,8,41,85202,0
2913650,3,1,78,3,40.03,89,8,4,22,93,85202,0
2914001,2,1,36,3,7.76,73,3,48,6,73,85204,0
2914349,1,0,35,3,96.49,98,99,7,95,5,85203,0
2914915,3,1,57,3,14.19,94,1,90,13,99,85233,0
2914946,3,1,57,2,66.01,27,58,15,36,78,85210,1
2915308,1,1,34,3,57.84,99,94,2,96,31,85202,0
2915475,1,1,35,2,91.56,79,96,20,74,11,85202,0
2917448,2,1,62,3,4.99,99,1,28,8,81,85204,0
2918909,1,1,42,3,96.99,99,81,82,88,98,85202,0
2919133,2,0,68,3,3.29,99,0,13,6,87,85234,0
2920737,1,0,40,2,86.87,99,95,85,71,93,85204,0
2920888,2,0,64,3,4.95,99,0,10,8,98,85202,0
2921201,2,0,34,3,15.21,83,2,51,12,17,85202,0
2922658,3,0,55,3,71.76,86,64,75,48,16,85202,1
2923515,1,1,48,3,85.47,66,91,48,81,85,85204,0
2924432,2,1,48,3,5.94,99,0,84,5,67,85210,0
2924469,2,0,56,3,22.92,80,1,76,10,73,85213,0
3011226,2,1,48,3,5.35,99,2,71,8,63,85213,0
3011248,2,1,41,3,13.94,33,1,22,13,21,85234,0
3011527,1,0,34,3,92.46,98,20,10,59,4,85282,0
3011625,3,1,51,2,68.45,90,91,54,51,80,85204,0
3011779,2,1,56,3,12.7,21,16,26,34,28,85210,0
3011998,1,1,63,3,95.05,99,97,15,82,92,85204,0
3012201,1,1,38,3,88.33,84,91,8,87,46,85203,0
3012350,2,1,56,3,3.75,99,0,76,5,96,85224,0
3013150,3,1,34,2,63.12,52,65,6,68,3,85202,1
3013241,1,1,42,3,17.02,99,0,20,23,30,85203,0
3013606,1,0,35,3,88.09,84,98,26,75,9,85210,0
3013711,2,0,36,3,50.75,21,4,35,17,23,85210,0
3014160,3,1,51,3,91.28,10,4,57,21,19,85202,0
3015665,2,0,61,3,4.77,99,2,88,4,98,85213,0
3016930,2,0,50,3,8.53,84,9,54,16,28,85203,0
2790730,3,0,86,3,83.76,17,89,0,37,7,85213,0
2790760,1,1,60,3,60.74,98,2,23,23,81,85204,0
2790911,3,1,66,3,72.89,99,73,3,49,93,85204,0
2791191,2,0,43,3,6.72,99,3,95,4,96,85204,0
2791194,2,1,46,3,6.59,99,3,95,5,96,85204,0
2791726,3,0,51,2,83.37,9,96,83,30,68,85210,0
2793563,3,1,57,3,25.37,46,24,63,35,93,85201,0
2793585,2,1,58,3,4.48,99,1,50,1,98,85204,0
2793662,1,0,53,2,91.23,90,87,86,41,96,85204,0
2896986,3,1,57,2,16.13,63,11,31,25,32,85213,0
2898482,2,0,34,3,6.68,92,1,35,16,12,85201,0
2899029,2,1,49,3,6.1,84,1,58,13,13,85201,0
2899290,1,0,35,2,87.48,59,98,65,71,23,85224,0
