Voter ID,Party,Sex,Age,Ethnicity,Voter Score,Turnout Score,PartisanshipScore,Kids in HH,Liberal Ideology, marriage,Zip,Outcome
8709138,1,0,24,3,94.87,79,99,13,74,5,85210,0
8714234,3,1,32,2,60.82,29,54,6,50,4,85210,1
8761628,1,1,24,2,90.87,82,97,0,83,5,85202,0
8571685,3,1,42,2,56.74,36,65,65,33,74,85202,1
8573044,2,0,71,3,8.59,99,1,4,16,46,85213,0
8573511,3,1,27,2,76.12,85,9,1,45,38,85234,0
8601714,1,1,56,3,95.34,98,94,14,57,24,85210,0
8601757,2,1,47,3,8.75,61,1,78,7,73,85234,0
8601949,1,1,39,3,91.87,26,95,32,47,18,85203,0
8601990,2,1,26,2,22.67,15,5,1,22,1,85234,0
8602414,1,1,27,3,94.99,97,96,0,86,6,85202,0
8602595,3,1,31,3,15.19,76,65,1,61,2,85202,1
8602783,3,1,35,2,64.38,59,95,16,75,31,85202,0
8603727,3,0,25,2,71.75,37,81,3,55,1,85204,0
8603743,3,1,67,2,31.88,99,9,1,40,12,85204,0
8603805,1,1,28,2,90.21,89,96,1,89,5,85202,0
8604252,3,0,24,2,90.2,20,83,6,63,2,85210,0
8604363,1,0,25,2,92.42,40,98,1,86,1,85204,0
8605272,3,1,42,2,89.22,74,94,37,70,37,85202,0
8605522,1,0,53,2,91.18,62,95,73,46,39,85201,0
8605559,2,1,59,3,5.74,98,0,64,16,93,85204,0
8605589,2,1,38,3,37.55,29,2,46,10,62,85210,0
8605609,3,0,43,3,39.87,64,50,89,54,96,85204,1
8606313,2,0,25,3,17.49,28,99,5,79,1,85203,0
8606600,2,1,56,3,11.12,49,5,23,16,55,85204,0
8606755,2,0,50,3,6.04,98,1,71,15,97,85210,0
8607121,3,0,36,3,43.42,77,86,25,76,15,85213,0
8607275,1,0,32,3,96.12,75,97,55,75,13,85202,0
8607403,3,0,24,2,68.73,24,93,4,50,2,85204,0
8607826,1,0,32,3,91.02,79,97,8,71,19,85201,0
8607926,1,0,26,3,88.88,62,98,3,73,5,85210,0
8608173,3,1,36,3,30.74,83,31,10,50,19,85204,0
8608216,1,0,35,3,91.15,95,95,47,64,22,85204,0
8608449,3,0,71,3,57.43,33,8,5,43,90,85213,0
8608456,3,1,33,3,37.39,6,51,12,45,5,85204,1
8608884,3,1,51,3,66.99,63,41,55,39,63,85204,1
8616343,1,0,24,2,93.64,42,49,12,32,1,85210,1
8616724,3,0,38,3,45.72,23,71,44,42,37,85201,0
8616879,2,1,26,2,17.85,44,3,3,16,4,85204,0
8617013,3,0,56,3,89.92,97,44,41,54,98,85213,1
8617024,3,1,24,2,56.19,38,20,1,32,0,85204,0
8617100,3,0,26,2,84.0,45,98,9,56,10,85210,0
8617257,2,0,37,3,77.98,82,1,41,13,92,85202,0
8617644,3,1,27,2,88.57,67,96,1,77,1,85224,0
8617669,3,1,45,2,56.0,59,15,41,24,57,85203,0
8617900,2,0,37,2,24.44,71,98,29,64,20,85203,0
8617918,2,0,72,2,35.33,98,5,15,9,52,85210,0
8618224,3,1,37,3,13.79,5,4,57,7,95,85213,0
8618592,1,0,29,3,93.39,85,97,4,79,2,85210,0
8619204,1,0,26,3,90.25,27,98,1,85,1,85204,0
8619251,2,0,34,3,20.76,80,20,28,20,21,85203,0
8619622,1,0,26,3,86.5,31,96,10,80,1,85213,0
8619742,1,1,40,2,83.69,69,97,57,70,72,85210,0
8620051,3,1,31,3,78.94,41,57,1,77,0,85202,1
8620890,1,0,24,3,78.14,58,98,3,90,6,85202,0
8621327,3,1,24,3,82.27,81,93,3,85,2,85210,0
8621585,3,0,44,3,49.01,56,80,53,58,32,85210,0
8622649,3,0,33,2,85.69,92,82,27,72,37,85202,0
8623022,3,1,24,2,65.54,38,87,5,20,1,85204,0
8784540,3,0,25,3,25.11,13,89,2,30,3,85202,0
8784623,1,1,37,2,86.28,47,95,29,68,58,85224,0
8784652,1,1,23,3,94.29,89,96,2,69,7,85202,0
8784796,1,1,25,3,94.75,91,96,0,87,3,85282,0
8784854,1,0,28,2,87.99,47,79,13,61,8,85210,0
8784900,1,1,23,3,85.76,29,96,9,49,3,85210,0
8784948,1,1,33,3,88.18,94,61,3,54,10,85224,1
8784982,2,1,61,3,36.25,23,61,16,27,47,85224,1
8785159,1,0,24,3,93.55,28,96,28,58,2,85210,0
8785171,1,1,26,2,91.61,28,97,2,81,2,85210,0
8785327,2,1,53,3,11.24,39,2,33,26,38,85224,0
8785412,2,0,23,2,32.02,43,24,10,18,5,85210,0
8785433,1,0,26,2,95.24,90,97,3,70,1,85202,0
8785633,1,1,24,3,88.0,56,70,1,73,1,85202,0
8786060,1,0,28,3,96.43,91,98,13,57,4,85202,0
8786587,2,0,63,3,9.47,95,4,9,15,42,85202,0
8723907,3,1,39,3,10.31,82,6,23,10,92,85210,0
8724198,2,1,65,3,5.63,74,5,16,10,34,85210,0
8724556,3,0,33,3,37.57,12,28,39,27,53,85204,0
8724635,2,0,27,3,13.68,49,10,1,16,1,85202,0
8724816,2,0,29,2,21.09,40,31,9,21,1,85204,0
8727520,2,1,59,3,6.26,95,2,34,9,61,85234,0
8727628,3,1,49,3,31.94,39,43,58,36,63,85233,1
8728660,3,1,30,3,28.48,53,2,24,12,9,85203,0
8728879,2,0,39,3,6.72,63,3,85,8,84,85204,0
8729109,3,0,34,3,67.12,41,83,11,71,27,85234,0
8729274,2,0,55,3,9.44,46,1,43,17,90,85204,0
8729402,2,0,71,3,17.43,29,7,7,28,58,85210,0
8778709,3,0,27,3,16.51,36,69,4,54,3,85210,0
8779315,3,0,63,3,43.32,48,95,16,65,40,85201,0
8783289,3,1,34,3,66.14,44,52,11,44,53,85202,1
8837317,2,1,23,3,10.07,78,9,1,34,2,85202,0
8837476,2,1,34,3,11.82,54,43,11,21,14,85202,1
8838820,1,0,31,3,92.84,36,96,4,91,3,85201,0
8838867,2,0,30,3,7.15,98,9,3,12,5,85204,0
8839434,3,1,30,3,47.33,36,91,1,52,2,85210,0
8839444,3,0,46,3,87.86,32,97,86,41,40,85224,0
8840208,1,0,25,2,87.21,13,98,8,64,4,85233,0
8840400,1,0,36,3,96.27,97,93,42,77,79,85202,0
8840691,3,0,40,2,60.48,14,94,80,41,46,85204,0
8840702,3,0,25,3,20.82,34,4,2,50,0,85202,0
8840741,3,0,71,3,49.31,15,87,11,41,69,85201,0
8840778,3,0,77,3,89.27,57,74,25,54,97,85201,0
8840865,3,0,24,2,70.93,49,95,13,50,8,85201,0
8841211,2,0,23,3,4.88,90,1,1,13,7,85201,0
8841233,3,0,50,3,33.9,71,9,65,37,98,85213,0
8841247,2,1,84,3,12.69,16,7,2,13,22,85201,0
8841258,1,0,50,2,74.63,92,92,68,20,38,85210,0
8841287,1,1,69,2,89.71,64,96,13,21,33,85204,0
8841410,3,1,23,3,65.61,22,56,2,36,0,85204,1
8841690,1,0,67,3,91.32,98,96,4,73,33,85213,0
8841737,3,1,58,3,78.86,53,54,26,40,44,85201,1
8841846,1,0,31,3,91.79,94,97,9,71,11,85201,0
8841909,3,0,79,3,18.01,94,44,2,27,29,85213,1
8842139,3,0,26,3,85.15,36,92,1,81,1,85201,0
8842183,2,0,27,3,6.05,93,1,2,10,4,85204,0
8842215,3,0,23,3,57.16,36,98,20,40,5,85201,0
8842281,1,1,60,3,84.62,61,94,7,52,35,85213,0
8842288,2,1,60,3,4.53,99,10,63,7,98,85213,0
8842351,3,1,75,3,13.45,27,8,7,18,58,85203,0
8842380,2,0,80,3,11.1,99,4,3,10,35,85201,0
8810835,3,0,23,3,46.89,33,83,4,36,1,85202,0
8855755,2,1,43,3,7.43,77,5,25,12,49,85210,0
8856357,3,1,58,3,28.04,13,23,24,29,35,85210,0
8856690,2,0,32,3,19.31,45,87,13,73,7,85202,0
8856781,1,0,26,3,79.07,94,90,1,88,13,85213,0
8605931,3,0,39,3,32.43,42,3,80,42,91,85203,0
8606047,3,0,34,3,78.91,13,81,40,40,17,85210,0
8606442,1,1,24,3,83.32,9,95,3,85,1,85203,0
8606722,3,1,30,3,88.94,94,70,1,66,1,85210,0
8607009,3,0,26,3,23.9,61,70,2,68,3,85202,0
8607393,1,0,41,2,89.63,30,94,81,38,52,85204,0
8607531,3,0,36,3,54.84,19,88,75,60,47,85201,0
8607852,1,0,32,3,78.79,28,75,19,38,9,85213,0
8608231,1,1,24,3,85.55,47,94,3,73,11,85203,0
8608603,1,1,88,3,85.5,98,90,10,57,86,85204,0
8616692,3,0,31,3,33.05,39,16,19,21,6,85204,0
8616784,3,0,39,3,11.8,77,11,76,40,83,85204,0
8617041,1,0,43,2,91.74,98,98,84,56,72,85204,0
8617115,2,1,38,3,10.34,79,5,49,11,96,85202,0
8617419,3,0,66,2,71.87,30,32,17,21,84,85210,0
8617700,1,0,32,2,84.93,84,97,25,65,42,85204,0
8617988,1,0,25,2,79.81,52,96,2,79,34,85201,0
8618082,3,0,25,3,29.6,50,22,4,53,1,85234,0
8618180,2,0,43,3,12.68,76,6,62,16,37,85224,0
8618218,2,1,24,3,9.81,40,4,2,15,2,85202,0
8618516,3,0,32,3,29.46,40,97,13,83,9,85203,0
8619531,2,1,61,3,8.0,62,3,12,22,46,85203,0
8619532,1,0,39,3,80.54,88,93,72,55,86,85210,0
8620028,1,1,34,3,91.05,98,96,6,93,4,85202,0
8620228,1,1,63,3,78.63,63,95,7,67,68,85201,0
8620266,3,1,32,3,42.33,46,62,6,52,6,85201,1
8620267,1,1,35,3,80.55,56,95,12,66,14,85202,0
8620553,3,1,33,3,63.56,43,85,7,49,6,85210,0
8620697,2,1,84,3,14.75,39,14,6,32,65,85282,0
8620868,3,0,35,3,20.5,59,73,53,38,82,85203,0
8620926,2,1,39,3,7.42,72,1,69,9,87,85203,0
8621392,3,1,28,3,35.83,13,76,1,61,0,85282,0
8621493,2,0,43,3,8.25,68,1,71,16,90,85204,0
8621613,2,1,28,3,13.39,38,46,0,69,0,85202,1
8622526,1,0,56,3,92.63,90,95,26,44,16,85201,0
8623047,1,0,24,3,93.53,97,94,6,90,22,85213,0
8623180,1,1,45,3,90.06,87,97,48,81,85,85225,0
8623185,1,1,90,3,61.19,45,34,1,23,94,85213,0
8623337,2,0,50,3,9.43,82,20,81,11,44,85204,0
8623371,3,0,35,3,43.41,73,25,31,48,15,85204,0
8623671,1,0,35,3,94.2,97,93,21,83,13,85201,0
8784550,1,1,65,3,85.54,67,88,14,62,54,85282,0
8784591,3,0,37,3,53.17,14,84,46,47,36,85203,0
8784800,1,1,27,3,95.55,93,95,1,87,0,85202,0
8784857,3,1,27,2,65.56,24,96,1,66,4,85210,0
8785154,1,1,24,3,88.8,45,41,1,63,3,85210,1
8785233,3,0,43,3,80.63,78,70,34,59,45,85201,0
8785297,2,1,51,3,8.25,88,0,82,6,97,85224,0
8785298,2,0,51,3,9.49,56,1,82,6,98,85224,0
8785316,2,0,58,3,6.2,94,6,65,21,95,85204,0
8785416,3,1,25,3,82.75,27,97,5,64,10,85210,0
8785469,1,0,44,3,94.54,37,96,69,40,41,85282,0
8785666,1,0,35,2,90.38,17,86,16,30,14,85204,0
8785802,1,1,30,3,85.44,17,96,7,68,16,85204,0
8788156,2,1,31,3,46.9,24,9,5,27,7,85210,0
8788480,2,0,37,3,10.61,27,39,28,47,23,85204,1
8788623,2,1,24,3,8.94,78,5,0,23,3,85204,0
8788893,3,0,35,3,93.5,93,74,10,56,7,85225,0
8870668,1,1,35,3,70.6,36,61,4,38,9,85283,1
8874318,2,1,25,3,14.71,36,68,1,72,4,85202,0
8876509,1,0,35,3,96.37,92,97,33,49,12,85201,0
8876873,3,1,37,2,57.93,42,72,24,51,86,85234,0
8876946,3,1,31,2,53.99,38,76,13,60,8,85234,0
8877354,3,1,23,3,76.83,38,88,2,53,1,85210,0
8734482,3,1,31,3,34.76,60,58,1,52,3,85213,1
8734623,3,0,46,3,90.39,42,84,76,40,21,85203,0
8736244,1,0,76,3,94.57,98,90,1,79,41,85202,0
8736264,3,1,45,3,41.31,15,94,37,60,41,85202,0
8736714,3,0,32,3,77.75,48,67,27,61,6,85210,0
8793821,2,0,50,3,20.46,96,7,63,16,99,85202,0
8795722,3,0,49,2,63.04,56,30,59,26,42,85204,0
8795742,3,1,24,2,58.35,30,41,7,57,9,85204,1
8795839,3,1,58,3,35.11,30,79,12,40,28,85201,0
8795909,3,1,66,2,22.65,93,29,6,24,30,85213,0
8796149,1,1,59,2,90.15,33,97,28,54,47,85213,0
8796271,1,1,48,3,90.76,46,93,18,55,28,85204,0
8796287,3,0,82,2,17.74,92,12,6,42,25,85213,0
8796346,1,0,72,3,96.39,96,97,16,60,36,85203,0
8796381,2,1,44,3,8.08,36,3,54,20,71,85201,0
8796476,2,1,70,3,7.94,81,4,2,15,26,85204,0
8796512,1,0,24,3,87.2,25,70,4,67,2,85201,0
8796551,2,1,68,3,6.07,74,3,9,10,89,85213,0
8796552,2,0,66,3,6.52,74,3,13,13,94,85213,0
8796607,3,0,47,3,36.93,83,16,67,33,92,85204,0
8796621,1,1,27,2,80.52,36,93,4,74,5,85203,0
8796624,1,1,54,2,89.01,92,94,46,42,46,85201,0
8796625,3,1,39,3,47.92,75,63,12,55,31,85204,1
8796804,2,0,32,3,13.55,16,76,13,38,3,85213,0
8797084,1,1,31,3,87.22,34,96,3,64,11,85202,0
8797124,1,0,27,2,91.01,37,93,1,46,1,85202,0
8797148,1,0,47,3,86.15,75,95,65,58,29,85201,0
8797340,1,1,37,2,90.19,96,96,43,61,80,85204,0
8797366,1,0,60,3,93.6,71,65,11,48,58,85281,1
8797393,3,1,23,3,27.92,44,33,3,45,0,85204,0
8797496,2,1,48,3,12.33,18,12,39,17,36,85210,0
8797655,3,1,25,2,70.39,27,93,1,59,1,85202,0
8797791,3,1,30,2,60.55,28,83,1,46,4,85204,0
8797831,3,1,46,3,36.47,91,62,44,37,32,85210,1
8797920,2,0,61,3,9.29,59,5,9,24,92,85234,0
8797991,1,1,24,2,87.89,25,97,2,66,10,85210,0
8798008,1,0,24,2,91.82,25,99,4,68,3,85204,0
8798069,3,0,34,3,65.32,63,58,58,35,13,85204,1
8798112,1,0,75,2,89.36,34,75,14,28,24,85204,0
8798127,1,0,23,2,94.17,90,97,15,51,3,85204,0
8798173,1,0,50,3,94.88,65,96,77,44,18,85210,0
8798190,3,1,25,2,87.77,40,91,2,67,19,85210,0
8798301,3,0,75,3,90.53,21,82,3,37,35,85201,0
8798471,3,1,52,3,32.15,23,57,28,36,45,85204,1
8798541,2,0,35,3,12.2,57,7,39,13,26,85210,0
8798588,3,0,60,3,41.15,50,82,16,52,35,85203,0
8798641,3,1,36,2,80.32,32,97,29,65,35,85204,0
8798983,1,0,80,3,94.27,94,95,5,24,32,85203,0
8799003,3,1,49,2,53.19,28,30,53,41,59,85204,0
8799097,3,1,24,2,65.34,26,89,3,55,1,85204,0
8680429,2,1,24,3,9.82,39,9,3,14,1,85201,0
8683643,1,0,24,3,90.09,26,88,4,81,2,85210,0
8724284,2,1,41,3,13.0,43,46,16,35,59,85213,1
8724295,1,1,80,3,96.58,92,86,2,76,34,85213,0
8724321,1,1,41,3,88.73,24,5,65,24,78,85210,0
8724551,1,1,58,2,66.51,62,94,34,45,54,85204,0
8727522,2,0,24,3,15.83,27,5,2,44,1,85210,0
8729476,2,1,49,3,6.49,97,14,51,32,96,85224,0
8729731,2,0,34,3,14.77,48,25,27,25,15,85224,0
8729903,3,0,43,3,48.39,55,72,49,55,66,85202,0
8729924,1,1,69,2,89.51,23,95,10,54,69,85225,0
8730264,3,0,24,3,63.15,33,69,3,61,1,85210,0
8461619,1,0,38,3,56.2,70,94,61,54,94,85202,0
8558391,1,0,23,2,92.66,48,98,12,70,4,85204,0
8559409,2,1,23,3,8.13,48,2,2,6,2,85204,0
8559863,1,1,23,2,85.0,35,97,2,77,5,85203,0
8560039,1,0,68,3,95.48,97,96,4,73,20,85201,0
8560544,3,0,30,3,60.38,38,87,5,65,7,85202,0
8561220,3,0,25,3,86.87,15,98,1,86,2,85210,0
8561525,1,1,27,3,72.61,42,76,0,85,0,85224,0
8565549,2,0,75,3,12.81,31,10,2,25,19,85201,0
8565779,3,1,78,3,31.26,80,87,5,50,96,85233,0
8566996,2,1,25,2,38.07,39,5,9,16,4,85203,0
8594180,1,1,66,3,91.01,42,89,4,50,24,85204,0
8594353,1,0,30,2,89.92,41,98,5,85,2,85202,0
8594783,1,0,30,3,94.41,90,98,5,82,3,85202,0
8595226,3,0,44,3,50.73,52,90,21,54,40,85202,0
8595432,1,0,29,2,94.02,79,98,2,78,2,85204,0
8595566,2,1,36,3,7.94,82,59,25,39,14,85204,1
8595998,3,0,46,2,71.03,83,89,89,34,68,85204,0
8596105,1,1,27,3,92.31,96,97,1,88,2,85202,0
8596286,1,0,39,3,81.16,32,97,83,73,53,85204,0
8597399,1,0,24,3,91.93,23,90,4,35,1,85202,0
8597881,1,0,24,3,89.17,59,81,2,71,4,85201,0
8597978,1,1,32,3,54.62,37,96,6,72,1,85204,0
8599564,1,0,62,2,94.13,98,92,75,42,64,85204,0
8600596,3,0,38,3,25.65,86,28,44,54,95,85202,0
8600824,1,1,24,3,87.47,29,91,3,71,8,85202,0
8601175,3,1,34,3,44.65,35,71,27,43,21,85202,0
8660615,3,1,72,2,65.65,40,80,4,34,60,85204,0
8661077,3,1,37,2,43.59,65,21,49,52,60,85203,0
8661165,2,1,29,3,14.07,48,6,1,41,3,85202,0
8661643,3,0,48,2,72.18,95,62,93,30,97,85224,1
8661664,1,0,56,2,95.63,97,96,88,46,98,85204,0
8661818,1,0,27,2,87.56,63,98,8,81,2,85204,0
8661868,2,0,46,3,7.42,80,3,87,11,28,85213,0
8662894,3,0,30,3,74.0,53,77,12,63,14,85201,0
8662930,2,1,24,2,24.8,34,97,1,58,1,85213,0
8663131,1,1,31,3,84.74,77,95,5,86,19,85202,0
8663343,3,1,31,3,35.71,15,54,5,45,5,85210,1
8663839,1,0,25,2,91.15,44,98,8,77,7,85201,0
8664184,3,0,45,3,35.17,59,70,66,43,67,85204,0
8664702,3,1,24,3,13.68,79,36,0,46,1,85204,1
8664862,1,0,29,3,65.76,77,97,1,86,4,85210,0
8665158,2,1,79,3,7.84,86,0,1,7,58,85213,0
8666056,3,1,27,3,67.57,30,88,2,58,4,85203,0
8667273,1,1,33,3,81.6,42,41,6,48,5,85204,1
8714898,2,1,33,3,22.83,18,34,38,18,21,85202,0
8762879,3,0,24,3,49.08,38,53,5,41,3,85203,1
8763087,3,0,31,3,76.47,43,52,10,43,6,85203,1
8763240,3,0,24,3,37.16,61,61,3,51,10,85201,1
8764811,3,0,41,3,85.71,99,95,70,76,93,85204,0
8539019,3,0,62,3,19.44,34,18,8,37,28,85210,0
8568376,1,1,31,3,93.63,97,52,3,63,9,85282,1
8568476,3,1,26,3,14.48,49,13,2,27,2,85201,0
8569446,2,1,43,2,15.36,88,15,53,22,60,85213,0
8570709,3,1,44,3,77.01,92,25,54,33,39,85202,0
8570827,1,1,75,3,96.71,99,83,6,85,92,85202,0
8571043,2,1,44,3,6.09,94,6,95,7,98,85210,0
8571114,3,0,50,3,81.36,68,91,46,56,51,85202,0
8571294,3,0,43,3,27.86,34,5,85,41,90,85224,0
8571382,1,0,46,3,78.75,65,91,47,74,56,85202,0
8571447,1,0,29,3,83.0,65,98,2,85,6,85202,0
8572577,3,0,25,3,20.5,74,92,2,77,2,85203,0
8601930,3,0,57,3,36.63,48,84,66,45,51,85203,0
8602512,1,1,24,2,92.77,96,69,5,54,7,85203,0
8602781,3,1,41,2,22.68,83,76,48,39,60,85210,0
8602878,2,1,24,3,17.3,24,20,0,17,1,85202,0
8603098,3,1,78,3,90.43,92,29,1,31,14,85203,0
8603139,2,1,34,3,15.12,41,5,5,11,44,85204,0
8603176,3,1,34,3,23.98,78,46,10,45,5,85210,1
8603196,1,0,26,3,88.7,28,92,6,55,2,85234,0
8603513,3,1,29,3,25.09,24,11,1,37,7,85201,0
8603540,3,0,60,3,64.3,46,30,15,40,41,85210,0
8603783,3,1,25,3,80.42,20,98,1,64,2,85210,0
8603867,1,1,65,2,83.33,44,96,26,57,91,85210,0
8603958,2,1,27,2,20.42,65,56,1,53,1,85204,1
8604198,3,1,28,3,66.7,8,98,4,60,5,85202,0
8604727,2,1,37,2,7.05,96,2,48,16,77,85204,0
8604734,1,1,42,2,88.86,82,96,77,65,77,85204,0
8605195,1,0,32,3,90.02,38,96,19,69,8,85204,0
8605260,3,1,48,3,25.75,81,78,65,53,67,85210,0
8605808,1,1,32,3,51.77,45,96,8,68,6,85213,0
8605822,2,0,25,3,12.84,44,4,9,10,1,85204,0
8605859,3,0,24,3,82.74,45,6,2,58,1,85204,0
8606727,2,0,24,3,6.15,74,3,18,5,6,85213,0
8607387,3,1,31,2,54.77,42,48,4,56,3,85213,1
8607738,3,0,61,3,87.91,43,77,47,30,41,85210,0
8607964,1,0,58,3,83.92,24,46,31,33,57,85204,1
8608327,3,0,24,2,88.77,31,99,5,45,1,85202,0
8608454,3,1,42,3,24.07,34,19,35,29,28,85202,0
8616686,3,0,61,2,46.31,37,60,59,45,95,85204,1
8616798,2,1,64,3,11.06,68,1,38,10,94,85202,0
8617179,3,1,36,3,26.77,52,53,57,56,54,85203,1
8617199,2,1,24,3,9.49,59,6,8,9,5,85234,0
8617458,1,0,24,2,93.83,86,98,13,76,4,85204,0
8617468,3,0,25,2,82.94,26,96,7,63,2,85224,0
8617653,3,0,34,2,64.21,45,86,42,59,6,85203,0
8617695,1,0,24,2,87.95,38,98,13,72,6,85204,0
8617987,3,0,27,2,75.69,38,98,5,76,5,85210,0
8619177,2,0,50,3,9.62,86,7,88,8,79,85202,0
8619206,3,1,32,3,26.95,61,63,2,64,5,85225,1
8619611,1,1,31,2,90.82,37,97,7,62,9,85204,0
8619659,1,1,31,2,87.14,37,96,7,63,3,85202,0
8619992,3,0,35,3,47.95,47,62,13,60,13,85202,1
8621495,3,0,33,3,38.32,60,24,31,52,24,85213,0
8621696,1,0,42,3,85.04,64,97,47,85,32,85203,0
8622297,3,0,62,3,48.81,89,42,34,46,52,85202,1
8799117,1,1,68,3,93.31,99,97,0,65,55,85204,0
8799139,1,0,30,3,94.3,99,95,19,78,36,85203,0
8896083,3,0,27,2,89.68,30,76,3,52,0,85281,0
8896218,2,0,25,3,30.31,42,97,7,94,12,85203,0
8897513,3,0,40,2,48.68,73,75,77,56,94,85202,0
8898640,2,1,22,2,17.61,25,3,5,16,3,85203,0
8898780,1,1,24,3,89.28,14,97,2,72,4,85202,0
8899616,2,0,35,3,6.06,95,5,35,8,86,85204,0
8899642,2,1,30,3,8.75,83,6,9,12,7,85210,0
8899662,1,1,22,2,91.26,31,87,2,59,5,85201,0
8899699,2,0,23,3,16.36,29,13,11,18,2,85202,0
8899736,2,0,47,3,6.16,86,4,93,12,99,85203,0
8899759,3,1,33,3,30.92,38,81,2,50,11,85213,0
8899778,2,0,29,3,14.67,47,16,12,15,2,85204,0
8899794,3,1,24,3,55.58,32,49,1,63,0,85213,1
8899865,2,1,46,3,9.98,45,1,61,15,39,85203,0
8899942,3,1,31,3,39.11,33,56,1,48,2,85201,1
8899974,1,0,42,2,90.12,62,97,90,57,50,85204,0
8668060,3,1,38,3,29.18,38,18,26,43,41,85234,0
8668229,2,1,72,3,7.22,98,2,2,10,28,85201,0
8668248,2,1,73,3,6.19,91,9,17,11,91,85213,0
8669226,3,1,75,3,42.24,49,50,2,56,46,85210,1
8669833,3,1,38,3,17.44,74,51,53,43,94,85203,1
8669931,2,0,60,3,13.1,26,2,58,16,43,85203,0
8670739,1,0,48,3,80.83,68,63,60,44,49,85202,1
8674082,1,1,46,3,91.28,85,72,25,87,45,85204,0
8719358,3,0,30,3,74.7,13,97,7,63,20,85204,0
8721177,2,0,40,3,9.99,81,5,49,15,39,85204,0
8773016,1,0,26,2,84.27,11,30,12,26,2,85201,0
8830033,1,0,31,3,97.2,93,98,8,84,3,85202,0
8830080,3,0,34,3,63.34,22,96,24,76,15,85210,0
8830137,3,0,23,3,51.64,27,97,2,35,1,85202,0
8830171,3,1,47,3,84.48,29,64,85,41,89,85224,1
8830351,3,0,33,3,30.64,59,97,8,67,13,85202,0
8830559,2,1,84,3,7.0,83,1,3,13,91,85202,0
8832842,1,0,23,3,89.05,92,96,5,72,1,85210,0
8833142,1,0,30,3,90.98,98,97,6,82,7,85210,0
8833344,1,0,31,3,88.74,40,97,5,82,3,85202,0
8833909,3,0,26,3,43.92,27,77,1,70,1,85202,0
8834388,1,0,55,3,89.25,31,96,70,41,50,85210,0
8836414,3,1,26,3,80.7,96,94,0,58,1,85202,0
8881311,2,0,27,3,11.53,38,13,4,17,4,85202,0
8882380,3,1,31,3,78.89,84,10,2,23,17,85210,0
8882775,3,0,44,3,77.13,44,95,84,71,90,85213,0
8884352,1,0,22,3,89.05,34,3,20,18,2,85202,0
8884437,2,0,35,3,7.73,96,3,10,14,21,85204,0
8884938,3,0,55,3,93.85,34,22,73,31,72,85210,0
8885902,1,0,26,3,94.66,97,97,11,68,2,85210,0
8886714,2,0,48,3,7.86,95,7,24,15,74,85210,0
8886858,3,0,24,3,17.94,85,8,0,28,7,85202,0
8940105,3,1,65,3,91.15,93,83,59,41,68,85283,0
8940218,2,1,68,3,9.03,98,2,2,10,33,85202,0
8940240,1,0,23,3,93.05,90,95,4,68,1,85201,0
8940297,1,1,48,2,83.34,35,94,68,38,88,85203,0
8940330,3,1,62,2,60.92,26,60,14,35,57,85210,1
8940444,2,1,23,2,28.76,59,96,3,59,5,85202,0
8940577,3,1,57,3,36.59,38,33,20,27,33,85202,0
8940712,2,0,56,3,32.65,57,97,77,44,77,85202,0
8940843,3,1,63,3,38.06,32,63,2,40,33,85202,1
8940844,1,0,23,3,95.95,94,92,2,62,1,85202,0
8940889,2,1,32,3,13.57,87,6,1,17,6,85282,0
8940949,3,1,23,3,72.58,29,66,1,47,0,85202,0
8941244,1,1,36,2,93.26,92,95,10,61,19,85202,0
8941543,1,1,47,2,94.79,95,95,78,46,68,85210,0
8941560,1,0,31,3,90.99,47,61,19,57,10,85202,1
8942155,2,0,23,3,7.48,92,3,2,6,11,85201,0
8942209,3,0,35,3,84.27,46,57,38,57,42,85204,1
8744261,3,1,59,3,18.15,23,12,19,23,25,85204,0
8744305,1,0,42,2,90.91,69,98,80,36,37,85204,0
8744495,1,1,25,2,84.83,42,95,2,74,6,85204,0
8744688,2,1,58,3,6.85,63,3,12,17,34,85203,0
8744734,1,0,61,3,94.74,94,95,19,57,86,85210,0
8744885,3,0,24,3,87.61,44,98,7,79,31,85201,0
8744909,3,0,27,3,83.32,24,81,3,55,2,85210,0
8744923,3,0,30,2,92.62,93,96,11,69,35,85210,0
8744929,2,0,28,3,11.0,62,92,2,31,12,85210,0
8744945,2,1,32,3,7.92,66,8,4,28,10,85210,0
8744969,1,0,46,2,81.41,83,95,69,24,86,85204,0
8744993,3,1,59,3,33.14,50,29,15,34,39,85204,0
8745036,3,0,49,2,84.33,35,52,79,32,93,85202,1
8745037,3,1,63,3,46.21,19,62,11,36,30,85210,1
8745052,1,1,48,3,77.7,88,96,66,73,94,85204,0
8745131,3,0,24,2,76.08,23,95,7,71,9,85210,0
8745157,2,1,24,2,21.16,30,72,4,38,7,85204,0
8745250,2,0,41,3,26.41,51,8,79,17,86,85204,0
8745270,1,0,36,2,88.49,40,94,67,57,88,85204,0
8818254,1,1,24,3,89.86,27,93,3,57,3,85210,0
8819930,2,1,36,3,7.4,17,1,75,8,85,85203,0
8820851,3,1,40,3,52.64,58,2,28,14,24,85202,0
8862127,3,0,23,3,50.01,42,60,7,32,2,85204,1
8919480,1,0,25,2,93.76,85,90,5,63,4,85202,0
8923602,1,0,22,2,86.94,32,90,7,77,1,85282,0
